dataset_source,repo_name,candidate_ref,timezone_mode,month,panel_commits,selected_commits,count_delta,panel_latest_commit,selected_latest_commit,count_match,latest_match,count_and_latest_match
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-06,4,2,-2,5b93758fc556b726ca84e652fa2b3601f4d740b2,8f8b2f3155f07330cb0caa7e103ab4e8651bed1f,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-07,7,9,2,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/386-modify-module-openspp-programs,commit_embedded_offset,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-01,68,68,0,8bf5c500f8efa8ec31be2cf551b06b38be992b68,8bf5c500f8efa8ec31be2cf551b06b38be992b68,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-02,132,132,0,0d00c990ce20f3f2661f545baac31934c6fa21fd,0d00c990ce20f3f2661f545baac31934c6fa21fd,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-03,92,92,0,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-04,131,131,0,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-05,186,186,0,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-06,25,25,0,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-07,86,86,0,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-08,220,220,0,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-09,177,177,0,adf9c3e640dcf158b1939a67fc424a5a38f34b05,adf9c3e640dcf158b1939a67fc424a5a38f34b05,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-10,177,177,0,8ab103e8b8df63345e967be734504433210de708,8ab103e8b8df63345e967be734504433210de708,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-11,166,166,0,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2024-12,51,51,0,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-06,4,4,0,5b93758fc556b726ca84e652fa2b3601f4d740b2,5b93758fc556b726ca84e652fa2b3601f4d740b2,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-07,7,7,0,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,original_local,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-01,68,63,-5,8bf5c500f8efa8ec31be2cf551b06b38be992b68,857ab1b4c6f0f2a975539d88209932da7ae41817,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-02,132,136,4,0d00c990ce20f3f2661f545baac31934c6fa21fd,67ee20f395cc5ac7d75307ee719fe8d5814e686f,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-03,92,93,1,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-04,131,131,0,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-05,186,186,0,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-06,25,25,0,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-07,86,86,0,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-08,220,220,0,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-09,177,163,-14,adf9c3e640dcf158b1939a67fc424a5a38f34b05,c483be320f6e005fd525428b2fc448f736a4805d,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-10,177,190,13,8ab103e8b8df63345e967be734504433210de708,7f2f5aaf53dbceb3fa470c9007875fdbf1ea6ed2,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-11,166,167,1,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2024-12,51,51,0,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-06,4,2,-2,5b93758fc556b726ca84e652fa2b3601f4d740b2,8f8b2f3155f07330cb0caa7e103ab4e8651bed1f,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-07,7,9,2,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,utc,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-01,68,68,0,8bf5c500f8efa8ec31be2cf551b06b38be992b68,8bf5c500f8efa8ec31be2cf551b06b38be992b68,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-02,132,132,0,0d00c990ce20f3f2661f545baac31934c6fa21fd,0d00c990ce20f3f2661f545baac31934c6fa21fd,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-03,92,92,0,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-04,131,131,0,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-05,186,186,0,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-06,25,25,0,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-07,86,86,0,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-08,220,220,0,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-09,177,177,0,adf9c3e640dcf158b1939a67fc424a5a38f34b05,adf9c3e640dcf158b1939a67fc424a5a38f34b05,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-10,177,177,0,8ab103e8b8df63345e967be734504433210de708,8ab103e8b8df63345e967be734504433210de708,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-11,166,166,0,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2024-12,51,51,0,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-06,4,4,0,5b93758fc556b726ca84e652fa2b3601f4d740b2,5b93758fc556b726ca84e652fa2b3601f4d740b2,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-07,7,7,0,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,america_chicago,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-01,68,63,-5,8bf5c500f8efa8ec31be2cf551b06b38be992b68,857ab1b4c6f0f2a975539d88209932da7ae41817,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-02,132,136,4,0d00c990ce20f3f2661f545baac31934c6fa21fd,67ee20f395cc5ac7d75307ee719fe8d5814e686f,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-03,92,93,1,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-04,131,131,0,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-05,186,186,0,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-06,25,25,0,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-07,86,86,0,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-08,220,220,0,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-09,177,163,-14,adf9c3e640dcf158b1939a67fc424a5a38f34b05,c483be320f6e005fd525428b2fc448f736a4805d,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-10,177,190,13,8ab103e8b8df63345e967be734504433210de708,7f2f5aaf53dbceb3fa470c9007875fdbf1ea6ed2,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-11,166,167,1,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2024-12,51,51,0,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-06,4,2,-2,5b93758fc556b726ca84e652fa2b3601f4d740b2,8f8b2f3155f07330cb0caa7e103ab4e8651bed1f,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-07,7,9,2,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,0,1,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/archiving-fix,commit_embedded_offset,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-01,68,68,0,8bf5c500f8efa8ec31be2cf551b06b38be992b68,8bf5c500f8efa8ec31be2cf551b06b38be992b68,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-02,132,132,0,0d00c990ce20f3f2661f545baac31934c6fa21fd,0d00c990ce20f3f2661f545baac31934c6fa21fd,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-03,92,92,0,799fd97eb17fd65c8c7733052bac265f5c4b49c3,799fd97eb17fd65c8c7733052bac265f5c4b49c3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-04,131,131,0,eff2549b7d5c1266d0a48e552c6244f9539c3e03,eff2549b7d5c1266d0a48e552c6244f9539c3e03,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-05,186,186,0,fd8842c5be918ecf40f5f85d99131591e52a5289,fd8842c5be918ecf40f5f85d99131591e52a5289,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-06,25,25,0,2004f4bf223d5d003203bf1b8d2c60e4262a357a,2004f4bf223d5d003203bf1b8d2c60e4262a357a,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-07,86,86,0,f022df49930204a30688e7b979ab155f18833dd5,f022df49930204a30688e7b979ab155f18833dd5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-08,220,220,0,ee3c2a33837392370f724af88090ac5725af2df3,ee3c2a33837392370f724af88090ac5725af2df3,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-09,177,177,0,adf9c3e640dcf158b1939a67fc424a5a38f34b05,adf9c3e640dcf158b1939a67fc424a5a38f34b05,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-10,177,177,0,8ab103e8b8df63345e967be734504433210de708,8ab103e8b8df63345e967be734504433210de708,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-11,166,166,0,5f3a46921e55abdb97b68723af5308aabac1ea0d,5f3a46921e55abdb97b68723af5308aabac1ea0d,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2024-12,51,51,0,026e469c043e4d009ffca22d01df4141527ee06c,026e469c043e4d009ffca22d01df4141527ee06c,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-01,80,80,0,f0b4ccd97823138abe97f586925dcd04d95e2963,f0b4ccd97823138abe97f586925dcd04d95e2963,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-02,140,140,0,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,5fa3f4c3be440db533d57fbb118fc03ddcd0c3b5,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-03,42,42,0,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,aa7a32f1654f2bb6d0dab7705d099a4d23db93c8,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-04,25,25,0,d9435af911347aca6f33c1e847a64f4309f63c83,d9435af911347aca6f33c1e847a64f4309f63c83,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-05,40,40,0,9783d4150a596167e276f941b23db0abfb41fd5f,9783d4150a596167e276f941b23db0abfb41fd5f,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-06,4,4,0,5b93758fc556b726ca84e652fa2b3601f4d740b2,5b93758fc556b726ca84e652fa2b3601f4d740b2,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-07,7,7,0,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,3ab7cfe800078ca0da9dfc42948af2fff32db2bb,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,original_local,2025-08,17,17,0,bbfe82a523fcba3a8202d41b851a1a961258e6b4,bbfe82a523fcba3a8202d41b851a1a961258e6b4,1,1,1
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,utc,2024-01,68,63,-5,8bf5c500f8efa8ec31be2cf551b06b38be992b68,857ab1b4c6f0f2a975539d88209932da7ae41817,0,0,0
treatment,OpenSPP/openspp-modules,refs/remotes/origin/area-import-improvements,utc,2024-02,132,136,4,0d00c990ce20f3f2661f545baac31934c6fa21fd,67ee20f395cc5ac7d75307ee719fe8d5814e686f,0,0,0
